language,text
fra,C'est une surprise.
fra,C’est une bonne idée !
fra,Aller-retour ? Aller simple seulement.
fra,C'est dommage quand quelqu'un meurt.
fra,Ils restèrent bouche bée.
fra,Putain ! C'est pas mal !
fra,Remettre en forme après lavage.
fra,Laver avant de porter pour la première fois.
fra,Ne pas ouvrir avant l'arrêt du train.
fra,Ceux qui habitent des maisons de verre ne devraient pas lancer de pierres.
fra,On dit que l'amour est aveugle.
fra,"Oh, je suis désolée."
fra,"Les maths sont comme l'amour - une idée simple, mais ça peut devenir compliqué."
fra,Les seules réponses utiles sont celles qui posent de nouvelles questions.
fra,Douter de soi est le premier signe d'intelligence.
fra,"Un pauvre n'est pas celui qui a trop peu, mais celui qui veut trop."
fra,"Vu que tu n'es pas surpris, je pense que tu étais au courant."
fra,Combien de temps cela prend-il pour arriver à la station ?
fra,Ça sera un bon souvenir de mon voyage à travers les États-Unis.
fra,"Excusez-moi, permettez-moi de signaler trois erreurs dans l'article ci-dessus."
fra,C'est difficile d'entretenir une conversation avec quelqu'un qui ne dit que « oui » et « non ».
fra,Est-ce que tu parles italien ?
fra,"Je ne peux pas réfléchir avec ce bruit, dit-elle, en fixant des yeux la machine à écrire."
fra,"On dit que ""Hamlet"" est la pièce la plus intéressante qui ait jamais été écrite."
fra,"« Maman, est-ce que je peux manger un biscuit ? » « Non. Il ne faut pas manger entre les repas. »"
fra,Puis-je poser une question ?
fra,Comment te sens-tu ? demanda-t-il.
fra,"C'est assez difficile de maîtriser le français en 2, 3 ans."
fra,C'est impossible pour moi de te l'expliquer.
fra,Je ne veux pas passer le reste de ma vie à le regretter.
fra,Ça serait marrant de voir comment les choses changent au fil des ans.
fra,Je ne l'aurais jamais deviné.
fra,L'imagination affecte tous les aspects de notre vie.
fra,Tu m'oublieras un jour.
fra,C'est assez inattendu.
fra,Je me demande combien de temps ça va prendre.
fra,Je ne peux pas vivre sans télé.
fra,Je n'aurais pas pu le faire sans toi. Merci.
fra,Rien n'est accompli sans effort.
fra,Beaucoup de gens vagabondent à travers la vie sans but.
fra,Une vie sans amour n'a absolument aucun sens.
fra,Faites-moi savoir si j'ai besoin de faire des changements.
fra,Je pense que les examens ruinent l'éducation.
fra,Nous ne pouvons pas dormir à cause du bruit.
fra,Est-ce que tu as un préservatif ?
fra,Un chat ? demanda le vieil homme.
fra,Fais tout ce qu'il te dit.
fra,Je peux aller à l'école à pied en 10 minutes.
fra,Cela m'a pris plus de 2 heures pour traduire quelques pages d'anglais.
fra,Il est déjà 11 heures.
fra,Puis-je parler à Mlle Brown ?
fra,"Oui, du jus d'orange s'il vous plait, dit Mike."
fra,Ah ! est une interjection.
fra,Que veux-tu ?
fra,Le caractère obligatoire de la scolarité est rarement analysé dans la multitude d'ouvrages consacrés à l'étude des divers moyens de développer chez les enfants un désir d'apprendre.
fra,Tu crains mon vieux ! Je dois tout te dire !
fra,On a un compte à régler.
fra,As-tu besoin que je te donne de l'argent ?
fra,Paris est la ville la plus belle du monde.
fra,J'ai toujours pensé qu'avoir une crise cardiaque est la manière qu'a la nature de te dire que tu dois mourir.
fra,"Eh, j'ai peut-être pas d'argent, mais j'ai toujours ma fierté."
fra,J'ai un rêve.
fra,"C'est mon amie Rachel, nous sommes allées au lycée ensemble."
fra,Le coût de la vie a augmenté radicalement.
fra,Tout ce qui est inventé est vrai.
fra,"Se surprendre, s'étonner, c'est commencer à comprendre."
fra,Pas de doute : l'univers est infini.
fra,Il ne lui manquait qu'un seul défaut pour être parfaite.
fra,"Et pourtant, le contraire aussi est toujours vrai."
fra,"Nous ne voyons pas les choses comme elles sont, mais comme nous sommes."
fra,Le monde est une cage à fous.
fra,"Aucun écolier ne se plaint jamais d'avoir ""mal au lobe frontal de l'hémisphère gauche"" !"
fra,"Tu m'as ouvert les yeux sur ce que c'est, lorsque tout va bien."
fra,Tu m'as trouvée où personne ne cherchait.
fra,"Tu es à mes côtés, maintenant tout va bien."
fra,"Comment ça, tu ne sais pas ? !"
fra,T'as l'air stupide.
fra,Je pense que j'vais aller dormir.
fra,Je m'appelle Jack.
fra,Ça me plaît beaucoup.
fra,On se voit demain ?
fra,Comment est-ce qu'on dit ça en italien ?
fra,"Je dois aller faire les courses, je reviens dans une heure."
fra,Tu n'es pas assez rapide.
fra,C'est loin d'ici ?
fra,Ce ne sont pas mes affaires !
fra,"Merci, c'est tout."
fra,Veux-tu danser avec moi ?
fra,Quelle heure est-il ?
fra,Tu viens d'où ?
fra,Comment est-ce que tu t'appelles ?
fra,L'Italie est un très beau pays.
fra,Ce n'est pas ma faute !
fra,J’aimerais rester pour une nuit.
fra,Pourriez-vous composer le numéro pour moi ? Le téléphone est placé trop haut.
fra,Est-ce qu'il y a une auberge de jeunesse près d'ici ?
fra,Où sont les douches ?
fra,Ouvrez la bouche !
fra,C'est grave ?
fra,J'ai perdu mon portefeuille.
fra,L'amour n'est jamais un gaspillage.
fra,La vie c'est ce qui se passe pendant que tu es occupé à faire d'autres plans.
fra,Ne pas désirer équivaut à posséder.
fra,Il est très sexy.
fra,Fiche-moi la paix !
fra,« Passez-moi le sel s'il vous plaît. » « Tenez. »
fra,Il y a trop de choses à faire !
fra,Quel âge as-tu ?
fra,"Allez, joue avec moi, j'm'ennuie trop !"
fra,Ne songe même pas à manger mon chocolat !
fra,Arrête de me demander à boire ! Va te servir toi-même.
fra,Grâce à toi j'ai perdu mon appétit.
fra,J'ai vraiment besoin de frapper quelqu'un.
fra,Qui est-ce qui ne connaît pas ce problème ? !
fra,Ça fait si longtemps depuis la dernière fois que je suis allée à Disneyland avec ma famille.
fra,Mes parents n'arrêtent pas de se disputer sur des choses stupides. C'est tellement énervant !
fra,"Si tu ne veux pas mettre de crème solaire c'est ton problème, mais ne viens pas te plaindre quand t'auras des coups de soleil."
fra,"Mes amis disent toujours que je suis trop calme, mais ma famille dit toujours que je suis trop agaçante."
fra,"Je déteste ces araignées, elles sont toujours là pour me ficher la trouille quand j'fais le ménage."
fra,Trop énervant... J'peux même plus utiliser un ordinateur sans avoir mal à la tête maintenant !
fra,Il fait tellement chaud qu'on pourrait faire cuire des œufs sur le capot des voitures.
fra,"Aujourd'hui, il fait très chaud."
fra,Personne n'est venu.
fra,Je n'ai jamais vu de réfrigérateur rouge.
fra,Il n'a pas tenu sa parole.
fra,"Il vaut mieux être détesté pour ce que l'on est, qu'aimé pour ce que l'on n'est pas."
fra,"Ne sois pas inquiet, sois heureux !"
fra,L'écurie est bien vide depuis que le cheval est mort.
fra,Les mathématiques sont la partie des sciences qu'on pourrait continuer à faire si on se réveillait demain et découvrait que l'univers avait disparu.
fra,Mes yeux sont un océan dans lequel se reflètent mes rêves.
fra,"Vous connaissez la phrase, « on récolte ce que l’on sème. » Moi, j’ai semé le vent, maintenant voilà ma tempête."
fra,Regarde-moi quand je te parle !
fra,Que serait le monde sans les femmes ?
fra,Et si tu faisais un discours et que personne ne venait ?
fra,Je ne sais pas quoi dire pour te consoler.
fra,Ce n'est pas mon type.
fra,J'essayais de tuer le temps.
fra,Comment en es-tu venu à cette idée folle ?
fra,Je suis fatigué !
fra,Qui veut du chocolat chaud ?
fra,Parlez plus lentement s'il vous plaît !
fra,Je ne comprends pas.
fra,Dans combien de temps arrivons-nous ?
fra,L'addition s'il vous plaît.
fra,Et qu'est-ce que nous allons faire ?
fra,Où peut-on téléphoner ?
fra,Je dois vous avouer que je ronfle...
fra,Ce soir nous allons à l'église.
fra,Comment vas-tu ? As-tu fait un bon voyage ?
fra,Je ne me sens pas bien.
fra,Appelez la police !
fra,C'est trop cher !
fra,"Elle fait semblant de dormir, c'est pour ça qu'elle ne ronfle pas."
fra,"Mes chaussures sont trop petites, j'en ai besoin de nouvelles."
fra,"On s'tire d'ici, les flics arrivent."
fra,Joyeux Noël !
fra,Ça serait trop cool si je pouvais parler dix langues !
fra,"« Si t'es fatigué, pourquoi ne vas-tu pas dormir ? » « Parce que si j'vais dormir tout de suite, je me réveillerai trop tôt. »"
fra,Tu aurais dû m'écouter.
fra,"C'est une pagaille totale, et ça me tape sur les nerfs."
fra,"Quand le corps est touché, des récepteurs dans la peau envoient des messages au cerveau causant la libération de produits chimiques tels que l'endorphine."
fra,Qu'est-ce que cela implique ?
fra,On s'attend à ce que cent cinquante mille couples se marient à Shanghai en 2006.
fra,Ceux qui seront sélectionnés devront faire face à de considérables tests médicaux et psychologiques.
fra,Un demi-million d'enfants font encore face à la malnutrition au Niger.
fra,Cela prendra cinq à dix ans avant que la technologie ne soit prête.
fra,Les bicyclettes sont un outil pour la préservation de l'environnement urbain.
fra,Le gouvernement français a lancé un jeu en ligne qui défie les contribuables d'équilibrer le budget national.
fra,Il serait ravi d'entendre ça.
fra,Que croyez-vous être vrai bien que vous ne puissiez le prouver ?
fra,Les ordinateurs rendent les gens stupides.
fra,Ne demandez pas ce qu'ils pensent. Demandez ce qu'ils font.
fra,"Quand vous essayez de prouver quelque chose, ça aide de savoir que c'est vrai."
fra,"Ce qui change le monde, c'est la communication, pas l'information."
fra,La plupart des avancées scientifiques ne sont rien d'autre que la découverte d'une évidence.
fra,"Si vous ne comprenez pas quelque chose, c'est parce que vous n'êtes pas conscient de son contexte."
fra,"On ne peut que connaître le passé, pas le changer. On ne peut que changer le futur, pas le connaître."
fra,La question clé n'est pas qu'est-ce que je peux gagner mais qu'est-ce que j'ai à perdre.
fra,Tout ce qui peut être mal compris le sera.
fra,Tout univers suffisamment simple pour être compris est trop simple pour produire un esprit capable de le comprendre.
fra,Pourquoi la vie est-elle si remplie de souffrance ?
fra,"Malgré l'importance du sommeil, son intérêt est un mystère."
fra,Qu'est-ce que cela signifie d'avoir un esprit éduqué au XXIe siècle ?
fra,La passion crée de la souffrance.
fra,Le train venant de Genève va entrer en gare.
fra,Je voudrais lui offrir un cadeau pour son anniversaire.
fra,Je meurs de faim !
fra,Est-ce que tu as des copains en Antigua ?
fra,Un mètre cube correspond à 1000 litres.
fra,J'ai tellement de travail que je reste une heure de plus.
fra,Je suis mariée et j'ai deux enfants.
fra,Il joue très bien du piano.
fra,Je le vois rarement.
fra,J'aimerais faire mes études à Paris.
fra,Vous ne savez pas qui je suis.
fra,Pourquoi est-ce que tu ne manges pas de légumes ?
fra,Pourquoi est-ce que les gens vont au cinéma ?
fra,Je me déshabille.
fra,La voiture s'écrasa contre le mur.
fra,Il n'y a pas de visions réelles.
fra,"Ça ne sert à rien de me dire « Salut, comment ça va ? » si tu n'as rien d'autre à dire."
fra,Dans un dictionnaire comme celui-ci il devrait y avoir au moins deux phrases avec « réfrigérateur ».
fra,Le créationnisme est une pseudo-science.
fra,Le vent s'est calmé.
fra,Jeter le bébé avec l'eau du bain.
fra,Je ne veux pas demander ta main !
fra,Donne-moi du temps pour te donner tout ce que j'ai !
fra,Un démocrate est un citoyen libre qui se plie à la volonté de la majorité.
fra,Vouloir c'est pouvoir.
fra,"Qui cherche, trouve."
fra,Rome ne s'est pas faite en un jour.
fra,Qui ne dit mot consent.
fra,"« As-tu fini ? » « Au contraire, je n'ai même pas encore commencé. »"
fra,"« Bonjour », dit Tom avec un sourire."
fra,Pourquoi est-ce qu'on dit « Bonjour ! » quand le jour n'est pas bon ?
fra,"Le vin, c'est de la poésie en bouteille."
fra,C'était le plus beau jour de ma vie.
fra,Je ne comprends pas l'allemand.
fra,J'ai pris ma décision.
fra,Je te donne ma parole.
fra,Tu es le grand amour de ma vie.
fra,On appelle « être objectif » le fait de ne pas divulguer le côté duquel on est.
fra,Nous avons un Pape.
fra,"Un mathématicien est un homme qui ne comprend pas seulement une pensée qui lui est exposée, mais qui voit aussi sur quelle erreur de raisonnement elle est fondée."
fra,Le tout vaut plus que la somme de ses parties.
fra,Les mathématiques ne portent pas atteinte au désir.
fra,"Une vérité mathématique n'est ni simple ni compliquée, elle est."
fra,"Les mathématiciens sont des poètes, sauf qu'ils doivent démontrer ce que leur fantaisie crée."
fra,Les mathématiques sont comme la logique de la physique.
fra,Les mathématiciens sont comme les Français : quoi que vous leur disiez ils le traduisent dans leur propre langue et le transforment en quelque chose de totalement différent.
fra,"Un expert est quelqu'un qui connaît quelques-unes des pires erreurs qui peuvent être faites dans son domaine, et comment les éviter."
fra,"Faire des maths, c'est la seule façon socialement acceptable de se masturber en public."
fra,Il y a 10 sortes de gens dans le monde : ceux qui comprennent le binaire et ceux qui ne le comprennent pas.
fra,"Je ne pense pas, donc je ne suis pas."
fra,"De nos jours nous désirons que nos enfants prennent leurs propres décisions, mais nous voulons que ces décisions nous conviennent."
fra,Je trouve les langues étrangères très intéressantes.
fra,Je n'aime pas apprendre les verbes irréguliers.
fra,Prends un livre et lis-le !
fra,Affronte la vie en souriant !
fra,"La plupart des écoles ont été conçues non pas pour transformer la société, mais pour la reproduire."
fra,Tu me fais rêver.
fra,Je suis fou de joie.
fra,C'est déjà un homme.
fra,Les vacances sont finies maintenant.
fra,J'ai peur de tomber.
fra,Une tenue de soirée est souhaitée.
fra,C'est la pure vérité.
fra,Il fait froid.
fra,J'ai soif.
fra,"Quand je demande aux gens ce qu'ils regrettent le plus concernant le lycée, ils répondent presque tous la même chose : qu'ils ont perdu tellement de temps."
fra,"Quand on ne peut pas faire ce que l’on veut, on fait ce que l’on peut."
fra,"Donnez-lui la main, il vous prendra le bras."
fra,Tu as raison.
fra,Tu as fait ça intentionnellement !
fra,Tu ne lui as rien dit ?
fra,Tu m'as fait perdre la tête.
fra,Tu es mon type.
fra,T'es irrésistible.
fra,Est-ce que tu pourrais retéléphoner plus tard s'il te plaît ?
fra,Je parle avec qui ?
fra,"J'accepte, mais à une condition."
fra,"Souris maintenant, pleure plus tard !"
fra,À six ans il avait appris à se servir d’une machine à écrire et dit au maître qu’il n’avait pas besoin d’apprendre à écrire à la main !
fra,La vie est belle.
fra,Ne me gâche pas mon plaisir après tout le mal que je me suis donné.
fra,Il y a des jours où j'ai l'impression que mon cerveau veut m'abandonner.
fra,Je ne peux pas me couper les ongles et faire le repassage en même temps !
fra,Je n'en peux plus ! Ça fait trois jours que je n'ai pas dormi !
fra,Il n'a pas envie que tu lui racontes ta vie sexuelle.
fra,Tu as déjà mangé de la tarte à la banane ?
fra,Pourquoi se marier avec une femme quand on aime les hommes ?
fra,"Si tu ne peux pas avoir d'enfants, tu peux toujours en adopter."
fra,Es-tu pour ou contre l'avortement ?
fra,Qu'est-ce qui t'a fait changer d'avis ?
fra,"Eh regarde, un singe à trois têtes !"
fra,C'est dommage qu'on ne puisse pas acheter des miracles comme on achète des pommes de terre.
fra,J'adore les lasagnes.
fra,"Quand on sait que quelque chose de désagréable va se passer, qu'on va aller chez le dentiste par exemple, ou en France, ce n'est pas bien."
fra,"En fait, un demi-œil est très utile, parce qu'avec un demi-œil, un animal peut voir la moitié d'un autre animal qui veut le dévorer et s'écarter de son chemin, et il dévorera lui-même l'animal qui n'a qu'un demi-œil ou 49% d'un œil parce que celui-ci ne se sera pas écarté de son chemin assez vite, et l'animal qui a été dévoré n'aura pas de petits parce qu'il est mort."
fra,"Les nombres premiers sont comme la vie, ils sont tout à fait logiques, mais il est impossible d'en trouver les règles, même si on consacre tout son temps à y réfléchir."
fra,"Si on lève un sourcil, ça peut signifier « J'ai envie d'avoir des relations sexuelles avec toi » mais aussi « Je trouve que ce que tu viens de dire est complètement idiot. »"
